"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","Data_dropbox"
"TIMESTAMP","RECORD","batt_volt","PTemp","H2o_6262_mmol_mol","Co2_6262_micmol_mol","H2o_7000_mmol_mol","Co2_7000_micmol_mol","Temp_6262","Temp_7000","Prees_7000","H2o_Flux","Co2_Flux","PAR","AirFlow_Sam","AirFlow_Amb","Ambient_RH","Ambient_TempAir","Tc(1)","Tc(2)","Tc(3)","Tc(4)","Tc(5)","Tc(6)","Tc(7)","Tc(8)","Tc(9)","Tc(10)","Tc(11)","Tc(12)","Tc(13)","Tc(14)","Tc(15)","Tc(16)","RadKipZonen","ChamberStatus","ChamberON","Counter","VPD_Ambient","VPD_Chamber","Tc_AM25","Volt_AM25(1)","Volt_AM25(2)","Volt_AM25(3)","Pump_Status"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-03-03 06:00:16",975656,12.14418,8.790524,8.567097,420.7468,8.246512,421.7674,0,24.91006,94.25303,-0.03201322,0.101919,0,7.857719,8.191946,0,-40,5.389284,5.129746,5.441176,4.705567,5.328736,4.618958,4.99993,4.584311,4.757525,4.532336,4.818137,4.376382,4.852769,4.437036,4.419707,4.558325,-2.552518,0,4,15,-0.1118749,-0.06915861,"NAN",0,823.2872,0.6820937,0
"2021-03-03 06:00:18",975657,12.16084,8.790524,8.553455,420.6104,8.205587,421.7946,0,24.89642,94.25303,-0.0346187,0.1178573,0,7.830436,8.223323,0,-40,5.234539,5.078787,5.398895,4.70653,5.329699,4.68055,5.026859,4.619922,4.767148,4.48132,4.73251,4.48132,4.853732,4.35135,4.412007,4.567951,-2.552518,0,4,17,-0.108355,-0.06451976,"NAN",0,832.8364,0.6820937,0
"2021-03-03 06:00:20",975658,12.14418,8.790524,8.580739,420.774,8.205587,421.7128,0,24.88278,94.25303,-0.0373356,0.09342579,0,7.830436,8.149656,0,-40,5.319153,4.998998,5.431595,4.678652,5.293202,4.618025,4.947062,4.644009,4.687313,4.49675,4.782569,4.349452,4.843178,4.158771,4.392779,4.557391,-1.823227,0,4,19,-0.1100603,-0.06609279,"NAN",0,799.4139,0,0
"2021-03-03 06:00:22",975659,12.15529,8.790524,8.580739,421.1014,8.185125,421.8492,0,24.88278,94.25848,-0.03980301,0.07523704,0,7.915698,8.146928,0,-40,5.365261,4.811406,5.460398,4.742134,5.174937,4.594902,4.984546,4.664192,4.707495,4.55159,4.828722,4.55159,4.863354,4.300317,4.456294,4.577578,-2.187873,0,4,21,-0.1089273,-0.06021398,"NAN",-0.6820937,817.8304,0.6820937,0
"2021-03-03 06:00:24",975660,12.15529,8.790524,8.567097,421.4834,8.178304,422.313,0,24.89642,94.25303,-0.03853977,0.08223753,0,7.799742,8.107367,0,-40,5.338348,5.096095,5.407544,4.71519,5.295097,4.585275,4.983582,4.645906,4.775806,4.5333,4.845074,4.619922,4.801783,4.524637,4.438,4.593937,-2.552518,0,4,23,-0.1084259,-0.06097376,"NAN",0,802.8243,0.6820937,0
"2021-03-03 06:00:26",975661,12.17196,8.790524,8.567097,420.8286,8.185125,421.6855,0,24.89642,94.26395,-0.03811631,0.08551204,0,7.850899,8.119644,0,-40,5.537261,5.026859,5.442138,4.71519,5.269145,4.602599,5.009549,4.663228,4.8191,4.541963,4.793124,4.524637,4.836416,4.489985,4.446665,4.576613,-2.552518,0,4,25,-0.1074533,-0.06173813,"NAN",0.6820937,853.9814,0.6820937,0
"2021-03-03 06:00:28",975662,12.14418,8.790524,8.553455,420.1192,8.157841,421.1398,0,24.91006,94.25303,-0.03969429,0.1024026,0,7.895235,8.065077,0,-40,5.458473,5.147053,5.467121,4.731546,5.233576,4.584311,4.973964,4.679585,4.748866,4.51501,4.835453,4.428372,4.835453,4.419707,4.445701,4.601635,-2.552518,0,4,27,-0.1050061,-0.05775625,"NAN",0,849.2067,0.6820937,0
"2021-03-03 06:00:30",975663,12.17751,8.790524,8.567097,420.9377,8.157841,421.6855,0,24.91006,94.25848,-0.0412605,0.07539222,0,7.93275,8.464784,0,-40,5.588178,5.1384,5.441176,4.705567,5.346036,4.601635,4.98262,4.679585,4.740206,4.540999,4.748866,4.506347,4.852769,4.393713,4.463029,4.584311,-2.552518,0,4,29,-0.1065341,-0.05922514,"NAN",0,834.8828,0.6820937,0
